CryoSleep,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,PassengerGroupID,PassengerNumberID,GroupSize,CabinDeck,CabinNum,CabinSide,CabinSize,CabinNumSize,TotalSpent,HomePlanet_Earth,HomePlanet_Europa,HomePlanet_Mars,Destination_55Cancrie,Destination_PSOJ318522,Destination_TRAPPIST1e
0,24.0,0,286.0,31.0,208.0,207.0,39.0,2192,1,1,7.0,351,3,1,4,771.0,1.0,0.0,0.0,0.0,1.0,0.0
0,53.0,0,13.0,522.0,0.0,137.0,1.0,2197,1,1,7.0,353,3,1,6,673.0,1.0,0.0,0.0,1.0,0.0,0.0
0,19.0,0,0.0,5.0,573.0,124.0,0.0,2199,1,1,7.0,160,2,108,113,702.0,1.0,0.0,0.0,1.0,0.0,0.0
0,24.0,0,693.0,0.0,727.0,0.0,2.0,2208,1,1,6.0,444,2,1,4,1422.0,0.0,0.0,1.0,0.0,0.0,1.0
0,31.0,0,1423.0,0.0,686.0,0.0,0.0,2213,1,1,5.0,131,2,1,8,2109.0,0.0,0.0,1.0,0.0,0.0,1.0
0,27.0,0,0.0,674.0,0.0,951.0,0.0,2214,1,1,5.0,132,2,1,7,1625.0,1.0,0.0,0.0,0.0,0.0,1.0
0,57.0,0,0.0,545.0,0.0,0.0,0.0,2216,1,1,6.0,446,2,1,2,545.0,1.0,0.0,0.0,0.0,1.0,0.0
0,26.0,0,132.0,2576.0,0.0,2060.0,3.0,2217,1,1,,1,3,1,5,4771.0,0.0,1.0,0.0,0.0,0.0,1.0
0,15.0,0,167.0,0.0,532.0,0.0,89.0,2218,1,1,5.0,133,2,1,4,788.0,1.0,0.0,0.0,0.0,0.0,1.0
1,19.0,0,0.0,0.0,0.0,0.0,0.0,2222,1,1,6.0,447,2,1,3,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0,27.0,0,142.0,0.0,99.0,232.0,0.0,2226,1,1,7.0,357,2,1,1,473.0,1.0,0.0,0.0,0.0,1.0,0.0
1,23.0,0,0.0,0.0,0.0,0.0,0.0,2227,1,1,6.0,436,3,1,4,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1,6.0,0,0.0,0.0,0.0,0.0,0.0,2230,1,1,7.0,358,2,1,2,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,15.0,0,0.0,465.0,494.0,0.0,18.0,2236,1,1,5.0,160,3,1,113,977.0,1.0,0.0,0.0,0.0,0.0,1.0
1,2.0,0,0.0,0.0,0.0,0.0,0.0,2240,1,3,7.0,360,2,2,4,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0,21.0,0,12.0,555.0,0.0,0.0,882.0,2240,2,3,6.0,450,2,1,1,1449.0,1.0,0.0,0.0,0.0,0.0,1.0
0,0.0,0,0.0,0.0,0.0,0.0,0.0,2240,3,3,7.0,360,2,2,4,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1,18.0,0,0.0,0.0,0.0,0.0,0.0,2242,1,1,7.0,361,2,1,3,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0,46.0,0,0.0,0.0,969.0,1.0,0.0,2244,1,1,6.0,440,3,1,2,970.0,1.0,0.0,0.0,0.0,0.0,1.0
1,43.0,0,0.0,0.0,0.0,0.0,0.0,2245,1,2,1.0,17,2,2,12,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1,45.0,1,0.0,0.0,0.0,0.0,0.0,2245,2,2,1.0,17,2,2,12,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,40.0,0,224.0,5672.0,0.0,663.0,779.0,2246,1,2,3.0,74,2,2,5,7338.0,0.0,1.0,0.0,1.0,0.0,0.0
0,44.0,0,0.0,18.0,0.0,980.0,2601.0,2246,2,2,3.0,74,2,2,5,3599.0,0.0,1.0,0.0,0.0,0.0,1.0
0,27.0,0,0.0,3.0,0.0,0.0,1917.0,2247,1,1,6.0,452,2,1,3,1920.0,1.0,0.0,0.0,1.0,0.0,0.0
0,55.0,0,48.0,0.0,127.0,929.0,131.0,2248,1,1,6.0,453,2,1,8,1235.0,1.0,0.0,0.0,0.0,0.0,1.0
0,24.0,0,0.0,1606.0,0.0,0.0,2.0,2249,1,1,5.0,135,2,1,3,1608.0,1.0,0.0,0.0,0.0,0.0,1.0
0,27.0,0,76.0,0.0,1.0,27.0,865.0,2250,1,1,6.0,454,2,1,1,969.0,1.0,0.0,0.0,0.0,0.0,1.0
0,33.0,0,0.0,2333.0,0.0,106.0,896.0,2259,1,2,3.0,77,2,2,8,3335.0,0.0,1.0,0.0,1.0,0.0,0.0
1,35.0,0,0.0,0.0,0.0,0.0,0.0,2259,2,2,3.0,77,2,2,8,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1,33.0,0,0.0,0.0,0.0,0.0,0.0,2260,1,1,4.0,67,2,1,6,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,34.0,0,0.0,0.0,0.0,529.0,0.0,2265,1,1,6.0,443,3,1,3,529.0,1.0,0.0,0.0,0.0,0.0,1.0
0,37.0,0,567.0,32.0,0.0,1273.0,11632.0,2271,1,1,3.0,78,2,1,5,13504.0,0.0,1.0,0.0,1.0,0.0,0.0
1,46.0,0,0.0,0.0,0.0,0.0,0.0,2276,1,2,7.0,361,3,1,3,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,45.0,0,1259.0,210.0,0.0,0.0,1.0,2276,2,2,6.0,444,3,1,4,1470.0,1.0,0.0,0.0,0.0,0.0,1.0
0,14.0,0,0.0,25.0,116.0,897.0,2.0,2283,1,1,6.0,462,2,1,3,1040.0,1.0,0.0,0.0,0.0,0.0,1.0
0,26.0,0,0.0,20.0,36.0,0.0,788.0,2285,1,1,7.0,363,3,1,3,844.0,1.0,0.0,0.0,0.0,1.0,0.0
0,56.0,0,0.0,6.0,0.0,406.0,355.0,2286,1,1,7.0,368,2,1,2,767.0,1.0,0.0,0.0,0.0,0.0,1.0
1,24.0,0,0.0,0.0,0.0,0.0,0.0,2290,1,1,7.0,364,3,1,3,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1,19.0,0,0.0,0.0,0.0,0.0,0.0,2292,1,1,7.0,366,3,1,3,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1,51.0,0,0.0,0.0,0.0,0.0,0.0,2293,1,1,6.0,446,3,1,2,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0,24.0,0,204.0,2322.0,874.0,0.0,252.0,2294,1,1,3.0,84,3,1,12,3652.0,0.0,1.0,0.0,1.0,0.0,0.0
0,23.0,0,839.0,0.0,0.0,38.0,0.0,2297,1,1,6.0,447,3,1,3,877.0,1.0,0.0,0.0,0.0,0.0,1.0
1,21.0,0,0.0,0.0,0.0,0.0,0.0,2304,1,1,7.0,370,2,1,2,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1,6.0,0,0.0,0.0,0.0,0.0,0.0,2307,1,5,5.0,164,3,5,10,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,11.0,0,0.0,0.0,0.0,0.0,0.0,2307,2,5,5.0,164,3,5,10,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,4.0,0,0.0,0.0,0.0,0.0,0.0,2307,3,5,5.0,164,3,5,10,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,0.0,0,0.0,0.0,0.0,0.0,0.0,2307,4,5,5.0,164,3,5,10,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1,7.0,0,0.0,0.0,0.0,0.0,0.0,2307,5,5,5.0,164,3,5,10,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,24.0,0,51.0,1.0,199.0,536.0,0.0,2322,1,1,5.0,165,3,1,4,787.0,1.0,0.0,0.0,0.0,0.0,1.0
0,32.0,0,12.0,0.0,0.0,1123.0,19.0,2323,1,1,6.0,451,3,1,3,1154.0,1.0,0.0,0.0,0.0,0.0,1.0
0,43.0,0,340.0,10.0,22.0,0.0,272.0,2324,1,1,6.0,452,3,1,3,644.0,1.0,0.0,0.0,0.0,0.0,1.0
1,24.0,0,0.0,0.0,0.0,0.0,0.0,2326,1,1,7.0,374,2,1,2,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,49.0,0,9.0,146.0,207.0,688.0,2.0,2328,1,1,6.0,471,2,1,3,1052.0,1.0,0.0,0.0,0.0,0.0,1.0
0,21.0,0,17.0,0.0,0.0,595.0,0.0,2330,1,1,6.0,473,2,1,6,612.0,1.0,0.0,0.0,0.0,1.0,0.0
1,29.0,0,0.0,0.0,0.0,0.0,0.0,2331,1,1,7.0,160,2,108,113,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0,25.0,0,877.0,0.0,0.0,37.0,0.0,2334,1,1,7.0,375,3,1,3,914.0,1.0,0.0,0.0,0.0,0.0,1.0
1,27.0,0,0.0,0.0,0.0,0.0,0.0,2335,1,1,7.0,376,3,1,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1,14.0,0,0.0,0.0,0.0,0.0,0.0,2337,1,1,7.0,375,2,1,3,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0,67.0,0,0.0,1.0,3.0,788.0,15.0,2342,1,1,7.0,377,3,1,2,807.0,1.0,0.0,0.0,0.0,0.0,1.0
1,17.0,0,0.0,0.0,0.0,0.0,0.0,2343,1,2,2.0,69,2,2,9,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0,44.0,0,0.0,0.0,0.0,0.0,0.0,2343,2,2,2.0,69,2,2,9,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,52.0,0,0.0,142.0,0.0,378.0,3209.0,2344,1,2,2.0,70,2,2,10,3729.0,1.0,0.0,0.0,1.0,0.0,0.0
1,14.0,0,0.0,0.0,0.0,0.0,0.0,2344,2,2,2.0,70,2,2,10,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0,17.0,0,817.0,0.0,0.0,0.0,0.0,2346,1,1,6.0,476,2,1,2,817.0,1.0,0.0,0.0,0.0,0.0,1.0
0,19.0,0,99.0,0.0,1522.0,276.0,0.0,2350,1,3,5.0,138,2,1,9,1897.0,0.0,0.0,1.0,0.0,0.0,1.0
0,36.0,0,853.0,382.0,8.0,14.0,30.0,2350,2,3,6.0,478,2,2,4,1287.0,0.0,0.0,1.0,0.0,0.0,1.0
1,19.0,0,0.0,0.0,0.0,0.0,0.0,2350,3,3,6.0,478,2,2,4,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0,25.0,0,1872.0,189.0,438.0,4.0,269.0,2351,1,2,4.0,70,2,1,10,2772.0,0.0,0.0,1.0,0.0,0.0,1.0
0,39.0,0,995.0,0.0,169.0,27.0,0.0,2351,2,2,6.0,479,2,1,4,1191.0,0.0,0.0,1.0,0.0,0.0,1.0
0,32.0,0,103.0,0.0,856.0,0.0,666.0,2352,1,1,6.0,456,3,1,3,1625.0,0.0,0.0,1.0,1.0,0.0,0.0
0,75.0,0,940.0,0.0,0.0,1188.0,60.0,2354,1,1,6.0,458,3,1,3,2188.0,0.0,0.0,1.0,0.0,0.0,1.0
1,37.0,0,0.0,0.0,0.0,0.0,0.0,2355,1,4,4.0,79,3,4,11,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1,25.0,0,0.0,0.0,0.0,0.0,0.0,2355,2,4,4.0,79,3,4,11,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0,33.0,0,651.0,275.0,0.0,0.0,1128.0,2355,3,4,4.0,79,3,4,11,2054.0,0.0,1.0,0.0,0.0,0.0,1.0
0,25.0,0,0.0,5619.0,0.0,0.0,11.0,2355,4,4,4.0,79,3,4,11,5630.0,0.0,1.0,0.0,1.0,0.0,0.0
0,24.0,0,1105.0,357.0,13.0,0.0,303.0,2358,1,1,7.0,378,2,1,1,1778.0,1.0,0.0,0.0,0.0,0.0,1.0
0,22.0,0,1448.0,0.0,0.0,0.0,1.0,2359,1,1,6.0,480,2,1,6,1449.0,1.0,0.0,0.0,0.0,0.0,1.0
0,22.0,0,0.0,170.0,0.0,0.0,1.0,2362,1,1,5.0,140,2,1,2,171.0,1.0,0.0,0.0,0.0,0.0,1.0
1,36.0,0,0.0,0.0,0.0,0.0,0.0,2370,1,4,7.0,382,2,4,10,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1,4.0,0,0.0,0.0,0.0,0.0,0.0,2370,2,4,7.0,382,2,4,10,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,61.0,0,17.0,21.0,0.0,0.0,111.0,2370,3,4,7.0,382,2,4,10,149.0,1.0,0.0,0.0,0.0,0.0,1.0
0,0.0,0,0.0,0.0,0.0,0.0,0.0,2370,4,4,7.0,382,2,4,10,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,15.0,0,1.0,0.0,859.0,0.0,0.0,2371,1,1,6.0,485,2,1,1,860.0,1.0,0.0,0.0,0.0,0.0,1.0
0,42.0,0,884.0,336.0,0.0,8.0,0.0,2372,1,1,6.0,486,2,1,3,1228.0,0.0,0.0,1.0,0.0,0.0,1.0
0,27.0,0,343.0,0.0,706.0,0.0,0.0,2378,1,2,5.0,167,3,1,7,1049.0,0.0,0.0,1.0,0.0,0.0,1.0
1,5.0,0,0.0,0.0,0.0,0.0,0.0,2378,2,2,6.0,460,3,1,2,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0,32.0,0,0.0,3561.0,45.0,1552.0,7161.0,2380,1,2,1.0,31,3,2,18,12319.0,0.0,1.0,0.0,0.0,0.0,1.0
1,38.0,0,0.0,0.0,0.0,0.0,0.0,2380,2,2,1.0,31,3,2,18,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1,21.0,0,0.0,0.0,0.0,0.0,0.0,2381,1,1,7.0,381,3,1,4,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0,23.0,0,169.0,5.0,0.0,371.0,1235.0,2383,1,2,7.0,382,3,2,10,1780.0,1.0,0.0,0.0,0.0,1.0,0.0
0,34.0,0,874.0,0.0,0.0,30.0,4.0,2383,2,2,7.0,382,3,2,10,908.0,1.0,0.0,0.0,0.0,0.0,1.0
1,28.0,0,0.0,0.0,0.0,0.0,0.0,2386,1,1,6.0,489,2,1,4,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0,23.0,0,101.0,0.0,770.0,917.0,0.0,2388,1,2,7.0,384,2,2,4,1788.0,1.0,0.0,0.0,0.0,0.0,1.0
1,14.0,0,0.0,0.0,0.0,0.0,0.0,2388,2,2,7.0,384,2,2,4,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,60.0,0,858.0,0.0,4.0,2.0,0.0,2393,1,1,6.0,462,3,1,3,864.0,1.0,0.0,0.0,0.0,0.0,1.0
1,78.0,0,0.0,0.0,0.0,0.0,0.0,2394,1,3,7.0,385,3,2,3,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1,6.0,0,0.0,0.0,0.0,0.0,0.0,2394,2,3,7.0,385,3,2,3,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0,17.0,0,0.0,13.0,395.0,161.0,307.0,2394,3,3,6.0,463,3,1,2,876.0,1.0,0.0,0.0,1.0,0.0,0.0
0,41.0,0,574.0,173.0,0.0,2.0,0.0,2400,1,1,6.0,491,2,1,4,749.0,1.0,0.0,0.0,1.0,0.0,0.0
0,40.0,0,2.0,10.0,0.0,14.0,657.0,2405,1,1,6.0,464,3,1,1,683.0,1.0,0.0,0.0,0.0,1.0,0.0
0,47.0,0,0.0,0.0,0.0,0.0,0.0,2407,1,1,3.0,87,3,1,6,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0,23.0,0,62.0,0.0,0.0,0.0,643.0,2408,1,1,7.0,389,3,1,4,705.0,1.0,0.0,0.0,0.0,0.0,1.0
0,41.0,0,98.0,2634.0,0.0,3.0,0.0,2415,1,1,6.0,494,2,1,5,2735.0,1.0,0.0,0.0,0.0,0.0,1.0
0,60.0,0,0.0,0.0,2.0,24.0,1593.0,2418,1,1,5.0,144,2,1,2,1619.0,1.0,0.0,0.0,0.0,0.0,1.0
0,46.0,0,611.0,0.0,296.0,0.0,0.0,2420,1,1,7.0,392,3,1,4,907.0,1.0,0.0,0.0,0.0,0.0,1.0
0,19.0,0,0.0,799.0,0.0,38.0,15125.0,2422,1,2,2.0,93,3,2,10,15962.0,0.0,1.0,0.0,1.0,0.0,0.0
1,18.0,0,0.0,0.0,0.0,0.0,0.0,2422,2,2,2.0,93,3,2,10,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1,0.0,0,0.0,0.0,0.0,0.0,0.0,2425,1,6,7.0,396,2,4,4,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,28.0,0,0.0,0.0,1059.0,8.0,83.0,2425,2,6,7.0,396,2,4,4,1150.0,1.0,0.0,0.0,0.0,1.0,0.0
0,30.0,0,0.0,1307.0,848.0,246.0,0.0,2425,3,6,6.0,495,2,1,4,2401.0,1.0,0.0,0.0,0.0,0.0,1.0
0,9.0,0,0.0,0.0,0.0,0.0,0.0,2425,4,6,7.0,396,2,4,4,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1,0.0,0,0.0,0.0,0.0,0.0,0.0,2425,5,6,7.0,160,2,108,113,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1,4.0,0,0.0,0.0,0.0,0.0,0.0,2425,6,6,7.0,396,2,4,4,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,22.0,0,470.0,0.0,67.0,16.0,0.0,2428,1,1,6.0,496,2,1,2,553.0,1.0,0.0,0.0,0.0,1.0,0.0
1,32.0,0,0.0,0.0,0.0,0.0,0.0,2430,1,3,7.0,394,3,3,3,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,7.0,0,0.0,0.0,0.0,0.0,0.0,2430,2,3,7.0,394,3,3,3,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,19.0,0,785.0,0.0,0.0,0.0,0.0,2430,3,3,7.0,394,3,3,3,785.0,1.0,0.0,0.0,0.0,0.0,1.0
1,34.0,0,0.0,0.0,0.0,0.0,0.0,2434,1,2,7.0,397,2,1,3,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,24.0,0,17.0,458.0,0.0,0.0,227.0,2434,2,2,6.0,500,2,1,2,702.0,1.0,0.0,0.0,0.0,0.0,1.0
0,17.0,0,12.0,0.0,0.0,260.0,2358.0,2437,1,1,6.0,502,2,1,2,2630.0,1.0,0.0,0.0,0.0,0.0,1.0
0,31.0,0,25.0,1.0,740.0,0.0,0.0,2440,1,1,7.0,398,2,1,1,766.0,1.0,0.0,0.0,0.0,0.0,1.0
0,42.0,0,549.0,0.0,2.0,252.0,0.0,2447,1,1,6.0,469,3,1,2,803.0,1.0,0.0,0.0,0.0,0.0,1.0
1,14.0,0,0.0,0.0,0.0,0.0,0.0,2448,1,2,2.0,71,2,2,9,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1,27.0,0,0.0,0.0,0.0,0.0,0.0,2448,2,2,2.0,71,2,2,9,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0,21.0,0,0.0,0.0,19.0,52.0,2006.0,2450,1,1,6.0,509,2,1,4,2077.0,1.0,0.0,0.0,0.0,0.0,1.0
1,24.0,0,0.0,0.0,0.0,0.0,0.0,2459,1,1,7.0,401,2,1,2,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0,34.0,0,2138.0,138.0,31.0,0.0,40.0,2464,1,1,5.0,148,2,1,7,2347.0,0.0,0.0,1.0,0.0,0.0,1.0
0,35.0,0,667.0,0.0,387.0,0.0,0.0,2465,1,1,4.0,82,3,1,6,1054.0,0.0,0.0,1.0,1.0,0.0,0.0
1,43.0,0,0.0,0.0,0.0,0.0,0.0,2468,1,1,5.0,172,3,1,10,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1,25.0,0,0.0,0.0,0.0,0.0,0.0,2469,1,2,6.0,473,3,2,6,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0,19.0,0,278.0,0.0,311.0,560.0,0.0,2469,2,2,6.0,473,3,2,6,1149.0,0.0,0.0,1.0,0.0,0.0,1.0
0,25.0,0,0.0,0.0,3.0,867.0,0.0,2473,1,1,6.0,474,3,1,1,870.0,1.0,0.0,0.0,0.0,0.0,1.0
1,22.0,0,0.0,0.0,0.0,0.0,0.0,2481,1,2,7.0,400,3,1,5,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0,23.0,0,460.0,182.0,40.0,40.0,65.0,2481,2,2,7.0,160,2,108,113,787.0,1.0,0.0,0.0,0.0,0.0,1.0
0,42.0,0,3.0,2477.0,0.0,1585.0,1765.0,2482,1,2,4.0,84,3,2,12,5830.0,0.0,1.0,0.0,1.0,0.0,0.0
0,40.0,0,33.0,3030.0,0.0,3588.0,377.0,2482,2,2,4.0,84,3,2,12,7028.0,0.0,1.0,0.0,1.0,0.0,0.0
1,71.0,0,0.0,0.0,0.0,0.0,0.0,2484,1,2,6.0,478,3,2,4,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0,18.0,0,572.0,0.0,21.0,441.0,5.0,2484,2,2,6.0,478,3,2,4,1039.0,0.0,0.0,1.0,0.0,0.0,1.0
0,34.0,1,617.0,0.0,478.0,0.0,203.0,2485,1,1,5.0,175,3,1,1,1298.0,0.0,0.0,1.0,0.0,0.0,1.0
0,4.0,0,0.0,0.0,0.0,0.0,0.0,2487,1,3,6.0,514,2,2,3,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1,18.0,0,0.0,0.0,0.0,0.0,0.0,2487,2,3,6.0,514,2,2,3,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0,22.0,0,1938.0,475.0,165.0,0.0,0.0,2487,3,3,4.0,73,2,1,12,2578.0,0.0,0.0,1.0,0.0,0.0,1.0
0,38.0,0,41.0,0.0,19.0,57.0,685.0,2490,1,1,6.0,479,3,1,4,802.0,1.0,0.0,0.0,0.0,0.0,1.0
0,33.0,0,1.0,0.0,0.0,0.0,6031.0,2493,1,2,3.0,88,3,2,9,6032.0,0.0,1.0,0.0,1.0,0.0,0.0
0,27.0,1,0.0,11984.0,1610.0,709.0,19086.0,2493,2,2,3.0,88,3,2,9,33389.0,0.0,1.0,0.0,0.0,1.0,0.0
1,18.0,0,0.0,0.0,0.0,0.0,0.0,2494,1,2,2.0,95,3,2,10,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,34.0,0,65.0,1612.0,0.0,5831.0,631.0,2494,2,2,2.0,95,3,2,10,8139.0,0.0,1.0,0.0,1.0,0.0,0.0
0,66.0,0,595.0,0.0,0.0,33.0,0.0,2495,1,1,7.0,402,3,1,3,628.0,1.0,0.0,0.0,1.0,0.0,0.0
1,47.0,0,0.0,0.0,0.0,0.0,0.0,2501,1,1,3.0,90,3,1,5,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,35.0,0,127.0,629.0,59.0,86.0,0.0,2504,1,1,6.0,482,3,1,2,901.0,1.0,0.0,0.0,0.0,0.0,1.0
1,23.0,0,0.0,0.0,0.0,0.0,0.0,2507,1,1,7.0,405,2,1,6,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,36.0,0,59.0,59.0,850.0,0.0,2.0,2511,1,1,6.0,518,2,1,4,970.0,1.0,0.0,0.0,0.0,0.0,1.0
0,36.0,0,3.0,755.0,0.0,33.0,0.0,2514,1,1,7.0,160,2,108,113,791.0,1.0,0.0,0.0,0.0,0.0,1.0
1,35.0,0,0.0,0.0,0.0,0.0,0.0,2517,1,1,6.0,484,3,1,4,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0,15.0,0,756.0,3.0,43.0,30.0,45.0,2525,1,1,6.0,486,3,1,3,877.0,1.0,0.0,0.0,0.0,0.0,1.0
0,39.0,1,381.0,1222.0,1104.0,121.0,2827.0,2529,1,1,3.0,89,2,1,2,5655.0,0.0,1.0,0.0,0.0,0.0,1.0
0,48.0,0,283.0,0.0,3.0,0.0,106.0,2533,1,1,7.0,408,2,1,3,392.0,1.0,0.0,0.0,1.0,0.0,0.0
1,47.0,0,0.0,0.0,0.0,0.0,0.0,2536,1,1,6.0,490,3,1,4,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1,21.0,0,0.0,0.0,0.0,0.0,0.0,2538,1,2,2.0,76,2,2,7,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1,31.0,0,0.0,0.0,0.0,0.0,0.0,2538,2,2,2.0,76,2,2,7,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,13.0,0,0.0,956.0,22.0,41.0,0.0,2539,1,1,7.0,160,2,108,113,1019.0,1.0,0.0,0.0,0.0,0.0,1.0
0,32.0,0,0.0,1010.0,0.0,0.0,0.0,2543,1,1,6.0,521,2,1,3,1010.0,1.0,0.0,0.0,0.0,0.0,1.0
0,22.0,0,0.0,1185.0,3.0,0.0,0.0,2554,1,1,6.0,493,3,1,3,1188.0,1.0,0.0,0.0,0.0,1.0,0.0
1,40.0,0,0.0,0.0,0.0,0.0,0.0,2556,1,1,6.0,524,2,1,3,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1,15.0,0,0.0,0.0,0.0,0.0,0.0,2563,1,1,7.0,409,3,1,3,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,33.0,0,878.0,10.0,0.0,0.0,0.0,2566,1,1,7.0,410,3,1,1,888.0,1.0,0.0,0.0,0.0,0.0,1.0
1,28.0,0,0.0,0.0,0.0,0.0,0.0,2567,1,2,5.0,180,3,1,5,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1,17.0,0,0.0,0.0,0.0,0.0,0.0,2567,2,2,6.0,494,3,1,5,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0,20.0,0,0.0,636.0,0.0,4.0,0.0,2568,1,1,6.0,495,3,1,4,640.0,1.0,0.0,0.0,0.0,0.0,1.0
0,42.0,0,0.0,592.0,112.0,0.0,0.0,2569,1,1,6.0,528,2,1,2,704.0,1.0,0.0,0.0,0.0,0.0,1.0
1,18.0,0,0.0,0.0,0.0,0.0,0.0,2570,1,1,7.0,413,2,1,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,27.0,0,824.0,0.0,5649.0,133.0,0.0,2575,1,1,6.0,529,2,1,3,6606.0,0.0,0.0,1.0,1.0,0.0,0.0
1,32.0,0,0.0,0.0,0.0,0.0,0.0,2576,1,1,6.0,497,3,1,5,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1,19.0,0,0.0,0.0,0.0,0.0,0.0,2577,1,2,7.0,411,3,2,3,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1,9.0,0,0.0,0.0,0.0,0.0,0.0,2577,2,2,7.0,411,3,2,3,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,36.0,0,904.0,49.0,123.0,199.0,72.0,2579,1,1,6.0,530,2,1,1,1347.0,0.0,0.0,1.0,0.0,0.0,1.0
1,21.0,0,0.0,0.0,0.0,0.0,0.0,2583,1,1,7.0,416,2,1,4,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1,40.0,0,0.0,0.0,0.0,0.0,0.0,2585,1,1,2.0,79,2,1,11,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1,42.0,0,0.0,0.0,0.0,0.0,0.0,2586,1,1,7.0,418,2,1,4,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1,40.0,0,0.0,0.0,0.0,0.0,0.0,2587,1,2,6.0,532,2,2,2,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1,22.0,0,0.0,0.0,0.0,0.0,0.0,2587,2,2,6.0,532,2,2,2,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0,15.0,0,81.0,0.0,2267.0,0.0,0.0,2600,1,1,5.0,157,2,1,8,2348.0,0.0,0.0,1.0,0.0,0.0,1.0
